country,cluster,date,upper_bound,forecast,lower_bound
Country_h,Product_29,2018-01-01,21638712.208729,20699849.7736685,19812066.7346568
Country_i,Product_12,2018-01-01,808256.623544383,744321.107806855,680864.293078016
Country_a,Product_18,2019-06-01,10187.7253315431,8113.70422892203,5845.49269100631
Country_d,Product_61,2019-02-01,423907565.37085,396106707.869343,366934764.337748
Country_i,Product_29,2019-06-01,195337557.528325,187723455.084816,179756306.121589
Country_f,Product_30,2019-03-01,4184444.49668015,3997381.37347439,3815890.2799308
Country_c,Product_13,2018-04-01,72203162.1942091,64281752.6791624,56270160.3633403
Country_c,Product_55,2018-07-01,86815.5776131795,84159.2235320665,81564.0614190382
Country_d,Product_4,2017-12-01,5266657.67750978,4181342.92580047,2907051.57471692
Country_b,Product_31,2018-04-01,73489.9646007012,57511.3992033991,41624.3390419225
Country_g,Product_14,2017-12-01,30789.9398535687,27663.025508071,24501.288392041
Country_f,Product_71,2019-05-01,161692.225121378,131472.92541172,94411.2618596116
Country_f,Product_28,2018-03-01,49569224.4348698,36580415.6309522,22960869.8371672
Country_e,Product_12,2018-04-01,2070.27812001327,1844.44705393415,1624.58703302784
Country_d,Product_23,2018-03-01,70026.1285378871,60752.4965083398,51766.1380454519
Country_e,Product_70,2017-09-01,7372065.35573144,5553390.69085295,3762761.22167044
Country_e,Product_71,2018-04-01,3564.26915867657,3032.48419304457,2478.67618397205
Country_f,Product_23,2017-08-01,199200.363833569,161079.952611027,126039.551257394
Country_g,Product_69,2018-12-01,299622.532230379,229578.666745941,156881.484776559
Country_i,Product_61,2019-03-01,309688268.153062,0,0
Country_i,Product_22,2019-01-01,8356.91105095557,5599.36972177929,2811.48823464511
Country_g,Product_23,2018-05-01,77914.1459349265,62764.7674837877,48509.9360583267
Country_g,Product_65,2018-06-01,10971.0091025235,9230.69547603565,7427.35215564793
Country_i,Product_23,2018-01-01,899793.95658989,826820.646392161,756169.743524168
Country_f,Product_57,2018-08-01,366864.277614866,141918.948372913,0
Country_d,Product_28,2018-09-01,11261190.3211526,10243086.953224,9095685.27624769
Country_c,Product_20,2019-02-01,5549329.51196712,5418505.53111299,5287614.48531131
Country_g,Product_73,2019-05-01,838664770.065936,579735090.897449,335711533.546623
Country_h,Product_28,2017-08-01,9489703.69978246,9372676.51203494,9252601.15307758
Country_d,Product_58,2018-04-01,474631.245366571,445011.658008925,415881.876450278
Country_j,Product_14,2017-11-01,14385.1738184398,12627.1471182886,10989.1211756094
Country_c,Product_50,2018-04-01,3907860997.1486,3696550103.44961,3468833521.25466
Country_g,Product_87,2019-04-01,281082970.407412,233213601.455753,182355123.860277
Country_i,Product_13,2018-12-01,107406198.286534,48640810.9081717,0
Country_c,Product_11,2018-06-01,2730763.47173715,1867374.25485953,905715.197253546
Country_a,Product_17,2017-10-01,36710876.9862274,31972903.4885067,27360970.8803097
Country_a,Product_18,2018-11-01,20694.9482135445,18823.4539409227,16803.6671459989
Country_c,Product_26,2017-12-01,55835198.2450112,51967295.1999838,48108330.8443201
Country_e,Product_35,2018-06-01,2576168.79091253,2329565.37186485,2091829.55519069
Country_f,Product_78,2017-12-01,229098917.483,197769585.626973,168439326.84443
Country_a,Product_11,2018-06-01,49233.312351466,0,0
Country_d,Product_28,2018-12-01,10849443.9877118,9648434.84443549,8479165.17757451
Country_f,Product_62,2019-06-01,35223078.2847609,9730282.84678794,0
Country_f,Product_71,2018-11-01,181696.21695096,149862.027867982,116256.304224315
Country_a,Product_31,2019-06-01,0,0,0
Country_a,Product_14,2018-03-01,22978.1176101862,20301.5159777696,17562.8742256315
Country_c,Product_4,2017-09-01,20815278.5907537,17423927.1199131,14202448.6251806
Country_i,Product_58,2018-01-01,744863.40420576,710130.980410273,676365.772030381
Country_f,Product_11,2018-02-01,3183144.44797204,2649303.38551952,2125651.8148724
Country_i,Product_6,2019-01-01,1410093867.45897,1306748037.05203,1197142092.24569
Country_d,Product_16,2017-09-01,5950237.38446369,5626767.74251708,5320496.12771577
Country_f,Product_9,2018-09-01,168044081.26028,152932135.283994,138716403.600062
Country_i,Product_1,2019-02-01,1573971.9491825,1172302.52088056,826861.349109191
Country_f,Product_79,2019-02-01,31168628.4465659,16484624.2168181,898109.822481274
Country_i,Product_13,2018-10-01,77829274.8161411,23319973.900795,0
Country_f,Product_31,2018-11-01,0,0,0
Country_f,Product_67,2017-10-01,44600543.3908581,33715612.5266667,22020123.6041121
Country_c,Product_18,2019-06-01,36166.0200457973,32363.5483862221,28769.5819823848
Country_f,Product_26,2017-11-01,65845486.7577916,58122395.6922362,50979307.3271325
Country_i,Product_20,2018-07-01,17569535.4097952,17103429.1791595,16649223.7911389
Country_h,Product_16,2017-09-01,1316445.96945041,1232468.95827054,1151550.28059141
Country_b,Product_37,2017-08-01,159030721.53308,141784599.151,123600208.79149
Country_c,Product_48,2019-04-01,43563.2683631034,37660.0527763979,31825.6287356201
Country_h,Product_37,2018-05-01,1401433757.87356,1315456097.80937,1231739977.88174
Country_h,Product_19,2018-08-01,107975888.287413,90167326.1328582,73445943.9369129
Country_f,Product_24,2018-11-01,22437.6719893417,20809.4641394537,19432.0220778307
Country_i,Product_29,2018-01-01,139456064.350444,134152502.823989,128084387.447318
Country_c,Product_18,2019-05-01,30950.0703587855,27070.9876991055,23353.7740417352
Country_d,Product_62,2018-02-01,104013917.521249,92956666.1289933,82415121.8666823
Country_f,Product_78,2019-02-01,262912882.264904,233742179.826237,202151894.026245
Country_g,Product_53,2019-06-01,840210.522680734,660949.224538679,480529.729715064
Country_a,Product_21,2019-04-01,284372.639721242,266567.123525342,250003.838064826
Country_b,Product_38,2018-10-01,845639731.863604,744275418.806167,641450345.942552
Country_j,Product_1,2018-07-01,249351.214315485,185749.308996425,117570.15732812
Country_e,Product_30,2018-02-01,27954.2011746171,23988.663070607,19980.694117957
Country_f,Product_81,2017-08-01,53655149.9643523,36887751.7523053,19436680.9086988
Country_f,Product_78,2018-06-01,283341065.895279,254440985.923035,226126105.139188
Country_c,Product_54,2018-04-01,1567599520.0072,1419904258.28046,1268192991.23296
Country_c,Product_27,2017-09-01,495709916.894448,475506767.761536,452840721.435316
Country_i,Product_62,2018-08-01,34933007.6979569,19656254.6669604,3137743.45664593
Country_h,Product_7,2018-06-01,3377594891.46401,2995379752.77988,2640663106.95846
Country_g,Product_30,2018-06-01,3430094.42478089,3051933.62858026,2665854.86036482
Country_f,Product_37,2018-09-01,84507324.8768976,73737264.5570447,62073116.1844052
Country_j,Product_62,2017-10-01,114677735.652486,103563178.637884,92107782.0678832
Country_c,Product_56,2019-03-01,9588071.16540117,9037073.90179998,8463898.42348778
Country_i,Product_90,2018-10-01,1644417511.48075,1346099000.69153,1042707347.22671
Country_d,Product_29,2018-06-01,37947636.1900152,35152199.396817,32230796.6220485
Country_c,Product_52,2018-05-01,12418650.1456992,11543911.1391252,10640781.8291274
Country_i,Product_14,2019-02-01,328905.332698621,312065.566109222,294825.34189057
Country_f,Product_28,2017-08-01,43961319.6691694,31038430.6919088,18597368.1782759
Country_f,Product_81,2017-12-01,138086096.824916,121672579.778008,105138508.224229
Country_d,Product_41,2019-05-01,1460387767.98992,1037055148.94367,645644933.923193
Country_h,Product_18,2019-03-01,11174.1969389925,10693.8899183271,10182.6365071948
Country_i,Product_65,2019-04-01,58003.6607919965,51560.8535130455,45004.7845458134
Country_f,Product_22,2017-08-01,244.964593704773,0,0
Country_g,Product_23,2018-03-01,83688.4792952307,68318.2104068749,53659.5483263774
Country_j,Product_23,2019-03-01,127480.09837265,121505.011568343,115473.368758317
Country_f,Product_37,2018-04-01,89732562.6011868,77556354.1863482,65970477.5672959
Country_a,Product_16,2019-04-01,1426507.29059282,1363631.12924317,1297661.58555575
Country_d,Product_55,2019-06-01,161294.798172981,153314.770379262,144968.860687535
Country_i,Product_12,2018-02-01,733438.496575672,671014.79134336,606308.778943966
Country_f,Product_80,2018-10-01,5806424.35034345,4583731.52827228,3308262.18442785
Country_c,Product_22,2017-09-01,4978.40561477614,4369.21402209339,3730.2076494849
Country_d,Product_20,2019-05-01,6294484.23807012,5968812.63212247,5658296.43992545
Country_f,Product_79,2018-07-01,85623783.4370786,70912125.9953636,56462746.7252256
Country_c,Product_47,2019-05-01,3357060296.64538,3205124334.43113,3055529896.13421
Country_h,Product_55,2018-07-01,90851.4311530439,86345.2402362619,82524.0680166895
Country_c,Product_4,2018-04-01,26210428.8047337,22775886.8045754,19618845.5884985
Country_a,Product_9,2018-08-01,25117648.6550517,20633603.7803448,16028985.91996
Country_d,Product_12,2017-08-01,415756.107497999,389487.472922369,362894.87070242
Country_i,Product_89,2018-04-01,0,0,0
Country_f,Product_81,2018-04-01,109526740.415977,94138884.5408086,75491325.668868
Country_h,Product_13,2017-10-01,71465357.3262338,58029797.9180995,43485794.2990654
Country_a,Product_4,2018-08-01,2220505.12874449,201868.338446571,0
Country_d,Product_63,2018-06-01,9160.19518577288,0,0
Country_b,Product_38,2019-03-01,870214357.048097,775617346.270496,675804620.43112
Country_h,Product_88,2018-04-01,262164.662913103,174548.641881145,83120.5218629748
Country_b,Product_1,2019-06-01,694903.85607891,413172.446597699,143988.587104826
Country_a,Product_27,2017-11-01,399895647.54229,367605020.152672,335779318.188787
Country_j,Product_93,2019-02-01,215536523.785738,189725440.436485,163865867.614947
Country_f,Product_34,2018-11-01,1384839504.54939,993702199.964851,608142517.172726
Country_a,Product_13,2017-09-01,23296488.939657,17902724.8276503,12303896.7392681
Country_g,Product_30,2018-07-01,3468834.35571858,3085448.0553287,2714632.96493907
Country_i,Product_62,2019-01-01,28342608.8381705,13156186.0712716,0
Country_b,Product_38,2018-03-01,923430469.822112,828536547.989244,728625229.696165
Country_a,Product_18,2017-10-01,12468.2236284848,10761.6955381399,8910.15420666228
Country_e,Product_35,2018-08-01,2440032.78910691,2176522.7045477,1899269.08564732
Country_a,Product_23,2018-12-01,138601.251890881,129134.239376205,119885.213521513
Country_i,Product_91,2018-09-01,17418.839649389,14955.098399884,12641.112303758
Country_e,Product_73,2017-09-01,19760337.170504,16285980.6863598,12578906.612702
Country_a,Product_3,2018-09-01,2931552.47037273,2881779.24263084,2835540.33951574
Country_a,Product_9,2019-01-01,24631787.799618,20337153.810953,15745566.5974816
Country_a,Product_17,2018-02-01,27563616.8467423,23148649.3825872,18599439.0770118
Country_c,Product_47,2019-01-01,3328510699.59449,3188009429.19735,3040016364.37712
Country_f,Product_57,2017-09-01,324750.496710074,114534.040105084,0
Country_f,Product_61,2019-04-01,438350968.465412,403995179.198421,373718174.459983
Country_j,Product_18,2019-01-01,18878.8463949278,17054.4551012208,15448.7495912552
Country_j,Product_20,2017-10-01,2545018.21111803,2453060.41929099,2368220.8018558
Country_j,Product_28,2019-02-01,3566678.25023793,2929037.33002453,2280786.56701201
Country_d,Product_12,2017-10-01,459033.837798278,431434.538601828,404211.800167719
Country_h,Product_11,2018-11-01,2862369.29394323,2498091.36146546,2114590.95207163
Country_i,Product_39,2017-10-01,15186748.500687,11782967.6121742,8353168.83708975
Country_b,Product_40,2018-05-01,553764357.928626,432276053.330295,309612341.944584
Country_g,Product_11,2018-02-01,5948678.2829807,4041785.60778698,2275359.48635982
Country_a,Product_27,2018-05-01,369290285.08022,338137121.370857,306663421.166185
Country_c,Product_20,2018-02-01,4539655.19812808,4414471.97547753,4289391.07158405
Country_h,Product_37,2017-08-01,1208051918.17456,1121955968.55405,1040556768.65635
Country_i,Product_57,2018-06-01,990252.815880161,861785.947191733,731204.051175798
Country_g,Product_3,2018-11-01,2271677.4154065,1978411.24720708,1706886.2947087
Country_g,Product_13,2017-11-01,154113816.489825,123461319.647584,94328515.8509648
Country_a,Product_8,2017-08-01,10114773.6784359,8394037.17576805,6696329.90993741
Country_d,Product_41,2018-08-01,1488078693.25969,1087393376.50696,687028535.963902
Country_j,Product_28,2019-03-01,8671556.32940333,8044452.47688849,7410843.62654039
Country_c,Product_37,2017-12-01,841990274.425709,804473104.23581,770026363.151869
Country_j,Product_1,2018-09-01,250063.025185143,182239.661627053,118195.992658161
Country_a,Product_4,2018-07-01,3822105.62579433,1787436.21882605,0
Country_g,Product_16,2017-12-01,1484477.89660057,1396582.1978242,1319748.45661854
Country_h,Product_19,2018-06-01,140751357.194196,123422331.128554,105807666.719173
Country_e,Product_68,2018-07-01,12627325.3417469,10156953.1088143,7590292.99652077
Country_f,Product_37,2018-07-01,108719644.400084,97372662.963766,85522566.5463019
Country_c,Product_12,2017-10-01,190910.094093155,184443.125553468,178637.438330738
Country_f,Product_67,2018-06-01,60692882.155598,48807001.546679,38302566.8647777
Country_b,Product_37,2018-08-01,190824761.21709,173709806.955309,157538390.127011
Country_f,Product_13,2018-04-01,106102877.04061,89997934.4623156,73971403.5055126
Country_b,Product_37,2019-04-01,203784556.360714,187717119.408831,171143952.696779
Country_g,Product_18,2018-06-01,12906.4919333814,10014.1035538694,7060.33244006452
Country_g,Product_67,2018-12-01,452105633.632395,348774359.395899,248957521.267551
Country_g,Product_11,2019-05-01,4219944.64974939,2358801.56566408,543450.770287002
Country_f,Product_77,2019-01-01,4839108.14673592,496683.538681764,0
Country_e,Product_37,2018-12-01,83972736.5206269,76297004.0148152,69058093.7449989
Country_b,Product_13,2019-05-01,148151210.541252,129339503.274008,110336852.581687
Country_e,Product_53,2018-07-01,17981.3741765519,16345.5358240361,14856.3817420253
Country_h,Product_4,2018-07-01,2389819.90518403,1946042.9324358,1494666.83774633
Country_h,Product_9,2018-05-01,43951273.1325822,40565683.1181808,36855222.0597168
Country_e,Product_66,2017-11-01,6492232.29091627,5181803.76622638,3807929.28095355
Country_c,Product_24,2018-08-01,20464.2527425347,19625.2315985126,18774.0354861234
Country_g,Product_86,2018-03-01,7039560.09496303,3366852.440456,0
Country_c,Product_27,2019-02-01,504869103.258135,482021314.291359,459869527.539172
Country_i,Product_65,2018-02-01,51589.067384246,44770.5343581156,38231.6946552881
Country_f,Product_52,2018-09-01,16807917.7728319,15195419.8335947,13416978.0794996
Country_a,Product_18,2017-11-01,12992.4239331762,11283.6910706825,9640.40277761647
Country_j,Product_31,2019-01-01,0,0,0
Country_g,Product_53,2018-10-01,770724.773431066,590900.902883373,399685.280036055
Country_f,Product_61,2017-09-01,355167955.175177,324203380.944061,292084559.924387
Country_c,Product_32,2018-04-01,7547693.94548245,7092064.14273834,6677880.06660262
Country_h,Product_20,2018-08-01,4531287.1458547,4465029.10187917,4399653.82719012
Country_j,Product_4,2017-11-01,5019649.62143216,2407194.2184523,0
Country_h,Product_26,2019-05-01,33385990.8599497,31806245.0012611,30254098.2120984
Country_c,Product_16,2018-10-01,3864452.63130644,3773781.55492127,3684499.18854985
Country_h,Product_18,2018-02-01,8313.06854929849,7926.98123614665,7541.53524251201
Country_j,Product_26,2017-10-01,48896858.796587,46290370.6067116,43577877.8073431
Country_c,Product_54,2019-03-01,674161034.462375,517413602.207112,367436534.569688
Country_j,Product_29,2018-05-01,47650759.2053442,44710465.6599065,41939931.5944744
Country_f,Product_31,2017-10-01,2506.13304439852,0,0
Country_e,Product_12,2018-03-01,2016.29337344089,1808.11344074517,1567.88907501382
Country_c,Product_48,2019-03-01,46787.7155727133,40760.634555362,35017.0218906476
Country_j,Product_95,2019-05-01,4784244968.50397,4307722174.76377,3847525152.44474
Country_d,Product_52,2018-01-01,12541147.2369542,12380570.1601168,12231818.4033724
Country_e,Product_35,2017-11-01,2368408.04508345,2114031.53570491,1863794.37241028
Country_c,Product_31,2018-06-01,18486.0530294696,8250.77080124741,0
Country_d,Product_1,2019-06-01,309225.45482784,179625.035026844,48796.886729806
Country_h,Product_30,2017-11-01,6935435.06242629,6726383.05281071,6513935.57660637
Country_j,Product_23,2019-05-01,129750.171311555,123592.47716988,117450.250902439
Country_i,Product_14,2018-12-01,322637.605975486,306911.654146282,290949.358912538
Country_i,Product_4,2019-06-01,812520.782884777,0,0
Country_d,Product_45,2017-09-01,6792977.08789565,6635114.41873993,6474215.7292075
Country_f,Product_31,2018-02-01,0,0,0
Country_b,Product_4,2018-11-01,45552363.3583088,30066675.6581225,13483503.6971283
Country_i,Product_61,2018-02-01,259945919.192653,0,0
Country_d,Product_55,2018-09-01,138051.975827854,129670.079041736,121777.144668388
Country_j,Product_13,2018-04-01,88650999.6597283,66223297.8601964,43116608.9009665
Country_f,Product_70,2018-03-01,1406026.53723511,1150483.18542055,858461.787673305
Country_e,Product_67,2019-03-01,36535144.8244419,30542015.6239616,24408602.2980152
Country_f,Product_14,2018-03-01,57470.868631498,52856.6099303878,48298.2435060436
Country_d,Product_8,2017-10-01,3588125.4631696,404664.45165432,0
Country_d,Product_61,2018-04-01,405027714.221671,376188499.490141,346152944.106175
Country_f,Product_81,2018-02-01,89739778.9316768,73646628.0453977,56977281.019881
Country_e,Product_37,2018-08-01,78419524.8570916,71243463.4328471,63859549.1056568
Country_f,Product_79,2018-10-01,32702221.1539459,17794571.3429924,3337119.09583497
Country_i,Product_28,2019-06-01,93343293.5313681,89203550.1268823,84673032.2983848
Country_f,Product_82,2017-11-01,4035075705.57888,3559097933.99377,3162893703.5233
Country_d,Product_18,2017-10-01,24592.1760571895,22824.2794536499,21201.5828710157
Country_i,Product_12,2018-07-01,808007.187550961,742429.963659064,679037.129168785
Country_d,Product_54,2018-06-01,832468352.559005,673422514.332005,514769393.710102
Country_d,Product_4,2018-08-01,4888470.47074571,3648478.4946888,2442453.13354446
Country_c,Product_24,2019-05-01,25454.8797508896,24072.7684707866,22727.4428220602
Country_c,Product_12,2018-07-01,232593.987053654,225719.710496973,218983.799054991
Country_h,Product_4,2017-09-01,1987935.85378359,1524254.72277943,1110541.99304819
Country_d,Product_31,2018-02-01,2838.85262861549,0,0
Country_i,Product_62,2018-06-01,42605344.3166282,27133467.0622169,12343805.0847752
Country_a,Product_11,2019-06-01,0,0,0
Country_c,Product_54,2018-05-01,1306941547.3482,1148932251.20288,1009601700.07218
Country_j,Product_25,2018-10-01,11760642.5763112,11325602.2216136,10904893.9194627
Country_b,Product_41,2018-10-01,4751078493.08564,4205970367.8015,3673589797.9942
Country_e,Product_43,2017-12-01,57024135.6561222,47163766.9455147,37256340.4268904
Country_a,Product_1,2018-03-01,229572.349975996,208833.568982516,186989.628150093
Country_g,Product_3,2018-01-01,1267765.26077404,1001900.4703875,733696.307728595
Country_j,Product_11,2017-09-01,29932.843761941,0,0
Country_f,Product_4,2017-10-01,74526928.3669329,61822773.3818018,48766032.4918164
Country_j,Product_29,2019-04-01,38570472.702925,35762780.651649,32761801.6654402
Country_e,Product_36,2019-04-01,107960224.078066,97228494.4040221,87397543.7358443
Country_j,Product_26,2018-05-01,43895750.2818607,41455041.5369739,38875832.1769667
Country_h,Product_13,2019-05-01,37128791.2866354,23038564.2899793,8730070.20785399
Country_e,Product_73,2018-05-01,18829559.0851601,15211777.2235427,11589851.2291464
Country_d,Product_32,2018-09-01,9537665.48095625,9117440.92307962,8711052.78293306
Country_a,Product_4,2019-06-01,1194656.84775259,0,0
Country_c,Product_26,2018-11-01,55032951.7811673,51052070.6458309,47350789.4872615
Country_j,Product_11,2019-02-01,0,0,0
Country_b,Product_40,2019-03-01,420018388.325263,293354899.882542,172899330.385139
Country_h,Product_4,2018-04-01,2247818.65277285,1797816.02389571,1350538.45832841
Country_e,Product_18,2018-07-01,479.300747002852,402.626487287245,323.557580610025
Country_c,Product_53,2018-03-01,853967.742715046,790174.18568406,725471.420824122
Country_h,Product_37,2018-07-01,1439798067.24647,1357351962.26166,1277060663.16706
Country_h,Product_23,2017-12-01,99944.1343917357,95515.0666391741,90803.655155422
Country_g,Product_26,2019-02-01,147785265.390751,127332278.543908,107118457.638542
Country_d,Product_18,2018-05-01,24211.8323053053,22661.0102802499,21028.0663243459
Country_d,Product_60,2018-11-01,902953.327853011,779007.641058668,658673.820934534
Country_h,Product_54,2018-07-01,1212201491.87319,1019382499.75206,828529036.489889
Country_d,Product_54,2017-10-01,1258471406.17011,1096430217.04606,940231707.424826
Country_j,Product_14,2017-12-01,15414.7168168839,13631.9696580221,12027.1281973141
Country_d,Product_63,2017-09-01,16668.4626426965,6299.16536039199,0
Country_i,Product_26,2019-04-01,251890412.968075,237403112.617851,221569943.886065
Country_a,Product_4,2017-08-01,4499997.45771837,2547149.87533595,698570.363588163
Country_i,Product_29,2019-02-01,166750949.494951,159513230.326139,152203535.183747
Country_i,Product_65,2017-09-01,52693.6308470597,45974.1901972942,39288.1473193412
Country_f,Product_82,2018-02-01,3901222026.57655,3454344847.53653,3027821128.00061
Country_f,Product_26,2017-09-01,68337347.3474818,60679698.3752487,53712679.8289905
Country_c,Product_29,2018-12-01,26093786.5300732,21035816.9630012,16166622.4728964
Country_j,Product_4,2019-06-01,6945233.14131729,4243538.07864504,1590086.68685185
Country_f,Product_13,2017-09-01,100681954.734384,84855780.2732681,69438760.7684271
Country_a,Product_30,2019-06-01,5750318.14660929,5430527.07678229,5094793.78059004
Country_c,Product_27,2018-09-01,524061585.416822,501787180.267115,480966377.574999
Country_g,Product_35,2019-01-01,45159842.075739,38512806.4436838,32250347.249728
Country_h,Product_8,2019-04-01,22264238.0543205,14602607.3027067,7489365.97448881
Country_d,Product_58,2018-11-01,558267.614505738,526655.202928565,494649.924347307
Country_i,Product_52,2018-05-01,23231521.7935747,22520156.4902095,21743909.4652031
Country_e,Product_43,2017-10-01,53654528.1808519,44150980.3666474,34131790.8140168
Country_c,Product_28,2019-01-01,12538171.8460985,10325180.5201184,7916960.54641919
Country_c,Product_12,2018-03-01,192334.475540406,185758.568345664,179199.137294048
Country_e,Product_43,2017-09-01,51935269.302856,41441560.513236,30798221.9473713
Country_d,Product_53,2019-01-01,698855.842171344,619529.673332672,542183.771160815
Country_i,Product_70,2018-07-01,39071332.731974,0,0
Country_d,Product_53,2019-04-01,696334.983759268,616353.570871718,533227.154222181
Country_b,Product_37,2018-12-01,178024379.648577,161707431.026648,144069404.567784
Country_b,Product_39,2019-06-01,9920727.60408843,8584430.99685547,7206462.74047533
Country_f,Product_70,2019-06-01,1371497.11226351,1064149.19971002,760219.183064833
Country_d,Product_57,2018-12-01,74987.6661971418,56238.4717151931,36584.5822032994
Country_c,Product_28,2017-10-01,15929350.9995681,15741730.4360091,15556108.2015236
Country_a,Product_24,2018-11-01,1391.14159288201,1082.4448565878,826.613796073665
Country_f,Product_84,2019-06-01,1967331682.95249,1420684397.8867,846834628.453954
Country_g,Product_67,2018-01-01,445490397.957751,342288842.752872,235407400.083028
Country_f,Product_12,2018-07-01,232055.091373634,220478.935863739,208064.529975704
Country_i,Product_23,2018-12-01,1014536.38612832,942970.387080936,860949.187961816
Country_i,Product_32,2018-02-01,11337203.4204874,8698654.98270794,5956252.0893011
Country_i,Product_4,2018-01-01,5102380.68489213,1212322.81131221,0
Country_g,Product_23,2018-01-01,77165.5898049835,64606.3487049843,50837.8971932246
Country_j,Product_24,2018-12-01,860.591630300693,673.007211887719,479.799707628248
Country_f,Product_67,2017-11-01,47330314.1547659,36236186.8530424,24255596.5252807
Country_c,Product_22,2018-04-01,6186.42125333074,5558.16747424432,4950.71887817057
Country_e,Product_34,2018-04-01,106086076.1027,57627399.6751659,8592985.16347344
Country_h,Product_1,2018-08-01,318434.156571622,284208.277219201,251776.0170159
Country_j,Product_56,2018-07-01,4058658.13562737,3913792.81592339,3765173.41954138
Country_f,Product_69,2018-01-01,407239.415294895,306159.189602084,207196.349361272
Country_b,Product_9,2018-03-01,14775424.3292463,11591571.0208633,8526132.08117247
Country_i,Product_91,2017-08-01,11491.9264073042,9145.6519089404,6731.00481474704
Country_a,Product_12,2017-12-01,80152.8200133087,76483.289454077,73037.9585799053
Country_h,Product_12,2018-02-01,109067.278682029,105326.945645326,101505.347265508
Country_c,Product_32,2018-02-01,6891805.46188514,6449656.13196953,6048177.06647737
Country_h,Product_8,2018-05-01,28919616.9958243,22128804.3325227,14845690.1419911
Country_j,Product_23,2019-02-01,121989.47929819,116418.680818056,110052.664141087
Country_b,Product_4,2018-01-01,50552268.8641595,34146601.1235632,16615632.7516136
Country_h,Product_22,2018-04-01,3142.59227914168,2724.88206125823,2277.39111004237
Country_c,Product_50,2018-11-01,3438111371.70521,3216959700.5474,2999693429.39055
Country_b,Product_13,2019-01-01,133351933.35291,116539836.552559,97374282.1853052
Country_e,Product_71,2017-09-01,4227.59604050197,3688.66460009586,3128.18629373461
Country_f,Product_83,2017-11-01,3509638.44034219,1028274.67263862,0
Country_i,Product_29,2018-02-01,127274845.769725,121613380.482116,115701237.379663
Country_g,Product_58,2018-03-01,256342.592450032,231276.029624224,204287.938976619
Country_a,Product_14,2018-09-01,25127.3230847908,22505.7196163319,19854.1522293523
Country_e,Product_34,2018-08-01,94347681.0190796,40386868.4493329,0
Country_f,Product_60,2018-07-01,601009.842270261,502152.449772241,400892.76600009
Country_h,Product_23,2017-09-01,97016.8844947048,92411.9279125886,87575.7102929914
Country_g,Product_9,2018-04-01,116858223.479245,100190997.653387,85222421.3179241
Country_j,Product_22,2018-01-01,9069.53526161021,6951.64780702819,4807.33294063744
Country_h,Product_19,2017-12-01,137706851.074567,121401968.072366,105436216.165479
Country_g,Product_53,2018-12-01,848812.362840753,663359.178615569,469943.394002178
Country_e,Product_18,2018-11-01,474.42469966185,396.402113337351,321.443962341339
Country_g,Product_14,2018-01-01,28698.40141717,25693.9058256679,22538.8092367892
Country_h,Product_4,2018-08-01,1709151.11418455,1279482.0438328,848355.10706071
Country_f,Product_62,2017-11-01,98919089.8588372,74466310.9226907,50569383.4309371
Country_d,Product_23,2019-04-01,66269.1258860725,57342.319027891,48713.9711446356
Country_e,Product_73,2018-10-01,22746786.7508241,19383745.8782445,15684246.8214994
Country_i,Product_91,2018-10-01,15465.5114241455,13002.4182390072,10510.5704003304
Country_f,Product_78,2017-09-01,233455957.387917,203798456.885141,173562417.054459
Country_c,Product_9,2019-06-01,79444408.5806004,75053111.9514243,70477895.5361009
Country_c,Product_53,2019-02-01,1056690.8437099,991395.35290081,933930.663082621
Country_h,Product_55,2018-01-01,82384.5307901628,77866.9602736505,73739.273589893
Country_e,Product_37,2018-05-01,76924945.8640735,69635105.2546965,62408571.5086416
Country_j,Product_1,2018-10-01,262988.048853441,194700.251968126,131790.960535448
Country_b,Product_37,2019-05-01,212496983.04101,195884766.37036,178425552.171509
Country_h,Product_28,2018-06-01,17808588.351152,11511211.7634072,5346025.06728821
Country_a,Product_11,2018-02-01,3625.87443153159,0,0
Country_g,Product_22,2019-06-01,7628.98770779546,3932.8267341019,0
Country_j,Product_92,2019-06-01,313555.207489069,291213.980260877,268835.995403415
Country_g,Product_23,2017-09-01,85971.6044502582,72675.5337522298,58517.948101534
Country_i,Product_24,2018-05-01,6957.83240571256,5403.03685758907,3843.13243837919
Country_f,Product_82,2019-06-01,3861924168.84027,3447558046.8537,2986532702.50883
Country_a,Product_13,2019-02-01,15894796.5832961,10143227.1136379,4334366.39724592
Country_a,Product_30,2019-02-01,5360237.01712121,5032536.5644873,4715805.6465736
Country_i,Product_90,2019-03-01,1229575476.36671,905434328.170153,593554545.068113
Country_e,Product_69,2017-08-01,21217.5156562127,15598.9789104066,10485.7522608163
Country_b,Product_39,2018-08-01,8954614.04562071,7560848.63339851,6264898.11535986
Country_f,Product_37,2019-04-01,98353194.1562999,86439049.7908449,74888980.9293307
Country_f,Product_12,2018-09-01,177139.507129082,166741.349313699,155063.594158045
Country_h,Product_14,2018-12-01,16732.8564209425,15427.8714152569,14064.3186120804
Country_e,Product_66,2017-08-01,5904937.67909781,4661353.15642643,3380845.63646412
Country_f,Product_14,2018-01-01,54035.1038698192,49404.975009116,44700.7662135859
Country_d,Product_59,2018-05-01,33140075.2055213,15007387.3896781,0
Country_g,Product_18,2019-05-01,9765.57011284451,6985.14409447412,4165.7248315117
