"","DateTime","SubMet_Part","SubMet_Energy","year","month"
"586",2010-07-19,"AC",40843,2010,7
"587",2010-07-26,"AC",32245,2010,7
"588",2010-08-02,"AC",28140,2010,8
"589",2010-08-09,"AC",33419,2010,8
"590",2010-08-16,"AC",19120,2010,8
"591",2010-08-23,"AC",70324,2010,8
"592",2010-08-30,"AC",74366,2010,8
"593",2010-09-06,"AC",61693,2010,9
"594",2010-09-13,"AC",66522,2010,9
"595",2010-09-20,"AC",72457.6785032455,2010,9
"596",2010-09-27,"AC",81360.8214967545,2010,9
"597",2010-10-04,"AC",74848,2010,10
"598",2010-10-11,"AC",80149,2010,10
"599",2010-10-18,"AC",72695.5,2010,10
"600",2010-10-25,"AC",47148,2010,10
"601",2007-01-01,"Rest",171702.13,2007,1
"602",2007-01-08,"Rest",153877.62,2007,1
"603",2007-01-15,"Rest",150405.77,2007,1
"604",2007-01-22,"Rest",156450.18,2007,1
"605",2007-01-29,"Rest",161829.2,2007,1
"606",2007-02-05,"Rest",146755.1,2007,2
"607",2007-02-12,"Rest",149054.93,2007,2
"608",2007-02-19,"Rest",134899.63,2007,2
"609",2007-02-26,"Rest",55651.4,2007,2
"610",2007-03-05,"Rest",135333.5,2007,3
"611",2007-03-12,"Rest",117292,2007,3
"612",2007-03-19,"Rest",150651.82,2007,3
"613",2007-03-26,"Rest",115509.3,2007,3
"614",2007-04-02,"Rest",105790.77,2007,4
"615",2007-04-09,"Rest",53727.6,2007,4
"616",2007-04-16,"Rest",80354.9,2007,4
"617",2007-04-23,"Rest",80319.77,2007,4
"618",2007-04-30,"Rest",84409.17,2007,4
"619",2007-05-07,"Rest",75490.87,2007,5
"620",2007-05-14,"Rest",80936.57,2007,5
"621",2007-05-21,"Rest",82370,2007,5
"622",2007-05-28,"Rest",76644.2,2007,5
"623",2007-06-04,"Rest",73432.98,2007,6
"624",2007-06-11,"Rest",67438.2,2007,6
"625",2007-06-18,"Rest",47943.93,2007,6
"626",2007-06-25,"Rest",61292.4,2007,6
"627",2007-07-02,"Rest",58622,2007,7
"628",2007-07-09,"Rest",57244.08,2007,7
"629",2007-07-16,"Rest",55901.55,2007,7
"630",2007-07-23,"Rest",48010.2,2007,7
"631",2007-07-30,"Rest",55998.38,2007,7
"632",2007-08-06,"Rest",55538.63,2007,8
"633",2007-08-13,"Rest",52063.57,2007,8
"634",2007-08-20,"Rest",66391.27,2007,8
"635",2007-08-27,"Rest",71874.87,2007,8
"636",2007-09-03,"Rest",70114.27,2007,9
"637",2007-09-10,"Rest",75581.83,2007,9
"638",2007-09-17,"Rest",69828.47,2007,9
"639",2007-09-24,"Rest",104447.9,2007,9
"640",2007-10-01,"Rest",93793.73,2007,10
"641",2007-10-08,"Rest",106746.83,2007,10
"642",2007-10-15,"Rest",106438.2,2007,10
"643",2007-10-22,"Rest",91375,2007,10
"644",2007-10-29,"Rest",54808,2007,10
"645",2007-11-05,"Rest",133339.63,2007,11
"646",2007-11-12,"Rest",133055.2,2007,11
"647",2007-11-19,"Rest",119956.3,2007,11
"648",2007-11-26,"Rest",142005.07,2007,11
"649",2007-12-03,"Rest",141046.57,2007,12
"650",2007-12-10,"Rest",145568.47,2007,12
"651",2007-12-17,"Rest",146029.47,2007,12
"652",2007-12-24,"Rest",184435.3,2007,12
"653",2007-12-31,"Rest",137157.97,2007,12
"654",2008-01-07,"Rest",153624.35,2008,1
"655",2008-01-14,"Rest",136077,2008,1
"656",2008-01-21,"Rest",150308.27,2008,1
"657",2008-01-28,"Rest",153624.08,2008,1
"658",2008-02-04,"Rest",129339.3,2008,2
"659",2008-02-11,"Rest",130884.63,2008,2
"660",2008-02-18,"Rest",112130.77,2008,2
"661",2008-02-25,"Rest",61672.03,2008,2
"662",2008-03-03,"Rest",137507.17,2008,3
"663",2008-03-10,"Rest",115739.57,2008,3
"664",2008-03-17,"Rest",100845.9,2008,3
"665",2008-03-24,"Rest",123786.77,2008,3
"666",2008-03-31,"Rest",96662.27,2008,3
"667",2008-04-07,"Rest",105558,2008,4
"668",2008-04-14,"Rest",91539.43,2008,4
"669",2008-04-21,"Rest",70466.13,2008,4
"670",2008-04-28,"Rest",83311.77,2008,4
"671",2008-05-05,"Rest",95964.77,2008,5
"672",2008-05-12,"Rest",81469.37,2008,5
"673",2008-05-19,"Rest",75420,2008,5
"674",2008-05-26,"Rest",76042.17,2008,5
"675",2008-06-02,"Rest",73335.4,2008,6
"676",2008-06-09,"Rest",70490.87,2008,6
"677",2008-06-16,"Rest",62476.4,2008,6
"678",2008-06-23,"Rest",60063.37,2008,6
"679",2008-06-30,"Rest",59525.4,2008,6
"680",2008-07-07,"Rest",62562.93,2008,7
"681",2008-07-14,"Rest",63538.23,2008,7
"682",2008-07-21,"Rest",51834,2008,7
"683",2008-07-28,"Rest",57588.82,2008,7
"684",2008-08-04,"Rest",24423.43,2008,8
"685",2008-08-11,"Rest",17112.13,2008,8
"686",2008-08-18,"Rest",16568.7,2008,8
"687",2008-08-25,"Rest",28251.1,2008,8
"688",2008-09-01,"Rest",64939.57,2008,9
"689",2008-09-08,"Rest",81471.73,2008,9
"690",2008-09-15,"Rest",74288.03,2008,9
"691",2008-09-22,"Rest",85900.93,2008,9
"692",2008-09-29,"Rest",98533,2008,9
"693",2008-10-06,"Rest",102766.1,2008,10
"694",2008-10-13,"Rest",121116.27,2008,10
"695",2008-10-20,"Rest",85660.85,2008,10
"696",2008-10-27,"Rest",91795.37,2008,10
"697",2008-11-03,"Rest",126042.73,2008,11
"698",2008-11-10,"Rest",147958.93,2008,11
"699",2008-11-17,"Rest",135605.72,2008,11
"700",2008-11-24,"Rest",171083.33,2008,11
"701",2008-12-01,"Rest",139686.63,2008,12
"702",2008-12-08,"Rest",123905.33,2008,12
"703",2008-12-15,"Rest",126766.33,2008,12
"704",2008-12-22,"Rest",129093.83,2008,12
"705",2008-12-29,"Rest",108355.27,2008,12
"706",2009-01-05,"Rest",115293.03,2009,1
"707",2009-01-12,"Rest",146702.55,2009,1
"708",2009-01-19,"Rest",121748.57,2009,1
"709",2009-01-26,"Rest",136012.57,2009,1
"710",2009-02-02,"Rest",118951,2009,2
"711",2009-02-09,"Rest",117067.67,2009,2
"712",2009-02-16,"Rest",93669.47,2009,2
"713",2009-02-23,"Rest",113329.92,2009,2
"714",2009-03-02,"Rest",109262.37,2009,3
"715",2009-03-09,"Rest",113054.67,2009,3
"716",2009-03-16,"Rest",89718.75,2009,3
"717",2009-03-23,"Rest",127988.07,2009,3
"718",2009-03-30,"Rest",92257.97,2009,3
"719",2009-04-06,"Rest",95936.33,2009,4
"720",2009-04-13,"Rest",92402.3,2009,4
"721",2009-04-20,"Rest",95002.03,2009,4
"722",2009-04-27,"Rest",95101.67,2009,4
"723",2009-05-04,"Rest",81536.33,2009,5
"724",2009-05-11,"Rest",84381.2,2009,5
"725",2009-05-18,"Rest",71876.03,2009,5
"726",2009-05-25,"Rest",68617.55,2009,5
"727",2009-06-01,"Rest",63521.23,2009,6
"728",2009-06-08,"Rest",70718.02,2009,6
"729",2009-06-15,"Rest",51690.23,2009,6
"730",2009-06-22,"Rest",56377.53,2009,6
"731",2009-06-29,"Rest",63082.3,2009,6
"732",2009-07-06,"Rest",47935.77,2009,7
"733",2009-07-13,"Rest",48574.77,2009,7
"734",2009-07-20,"Rest",36721.37,2009,7
"735",2009-07-27,"Rest",36796.23,2009,7
"736",2009-08-03,"Rest",35346.27,2009,8
"737",2009-08-10,"Rest",56252.88,2009,8
"738",2009-08-17,"Rest",56820.8,2009,8
"739",2009-08-24,"Rest",62446.7,2009,8
"740",2009-08-31,"Rest",64902.67,2009,8
"741",2009-09-07,"Rest",72273.87,2009,9
"742",2009-09-14,"Rest",87037.2,2009,9
"743",2009-09-21,"Rest",70522.7,2009,9
"744",2009-09-28,"Rest",73102.23,2009,9
"745",2009-10-05,"Rest",91458.18,2009,10
"746",2009-10-12,"Rest",97379.87,2009,10
"747",2009-10-19,"Rest",96629.3,2009,10
"748",2009-10-26,"Rest",94486.27,2009,10
"749",2009-11-02,"Rest",109888.47,2009,11
"750",2009-11-09,"Rest",104519.12,2009,11
"751",2009-11-16,"Rest",116975.2,2009,11
"752",2009-11-23,"Rest",105319.2,2009,11
"753",2009-11-30,"Rest",124837.13,2009,11
"754",2009-12-07,"Rest",117741.63,2009,12
"755",2009-12-14,"Rest",102594,2009,12
"756",2009-12-21,"Rest",116695.33,2009,12
"757",2009-12-28,"Rest",118091.65,2009,12
"758",2010-01-04,"Rest",117567.8,2010,1
"759",2010-01-11,"Rest",108092.85,2010,1
"760",2010-01-18,"Rest",127869.62,2010,1
"761",2010-01-25,"Rest",116082.73,2010,1
"762",2010-02-01,"Rest",107420,2010,2
"763",2010-02-08,"Rest",110807.93,2010,2
"764",2010-02-15,"Rest",102797.63,2010,2
"765",2010-02-22,"Rest",88998.93,2010,2
"766",2010-03-01,"Rest",71891.97,2010,3
"767",2010-03-08,"Rest",99564.33,2010,3
"768",2010-03-15,"Rest",106503.57,2010,3
"769",2010-03-22,"Rest",103995.57,2010,3
"770",2010-03-29,"Rest",87153.73,2010,3
"771",2010-04-05,"Rest",80068.98,2010,4
"772",2010-04-12,"Rest",73807,2010,4
"773",2010-04-19,"Rest",78628.97,2010,4
"774",2010-04-26,"Rest",68292,2010,4
"775",2010-05-03,"Rest",79689.77,2010,5
"776",2010-05-10,"Rest",89003,2010,5
"777",2010-05-17,"Rest",78537.17,2010,5
"778",2010-05-24,"Rest",71809.1,2010,5
"779",2010-05-31,"Rest",58265.33,2010,5
"780",2010-06-07,"Rest",67306.42,2010,6
"781",2010-06-14,"Rest",68296.53,2010,6
"782",2010-06-21,"Rest",56418.57,2010,6
"783",2010-06-28,"Rest",90537.02,2010,6
"784",2010-07-05,"Rest",64200.03,2010,7
"785",2010-07-12,"Rest",71910.88,2010,7
"786",2010-07-19,"Rest",62702.03,2010,7
"787",2010-07-26,"Rest",38519.33,2010,7
"788",2010-08-02,"Rest",31679.17,2010,8
"789",2010-08-09,"Rest",39138.3,2010,8
"790",2010-08-16,"Rest",95911.97,2010,8
"791",2010-08-23,"Rest",61632.27,2010,8
"792",2010-08-30,"Rest",74187.4,2010,8
"793",2010-09-06,"Rest",78961.5,2010,9
"794",2010-09-13,"Rest",63383.6,2010,9
"795",2010-09-20,"Rest",78664.27,2010,9
"796",2010-09-27,"Rest",111584.76,2010,9
"797",2010-10-04,"Rest",98962.07,2010,10
"798",2010-10-11,"Rest",96485.4,2010,10
"799",2010-10-18,"Rest",107370.57,2010,10
"800",2010-10-25,"Rest",79417.67,2010,10
