country,cluster,date,expenses,expenses_1,expenses_2,expenses_3,expenses_4,expenses_5,expenses_6,month,year,quarter,num_working_days,num_days,n_mondays,n_tuesdays,n_wednesdays,n_thursdays,n_friday,last_day,months_from_launch_date,gross_price,net_price,month_in_quarter,volume
Country_i,Product_4,2015-09-01,,,,,,,,9,15,3,22,30,4,5,5,4,4,3,,0.0984703839644244,0.0784535154149936,3,22599750
Country_i,Product_4,2015-10-01,-9000,0,0,0,0,0,-9000,10,15,4,22,31,4,4,4,5,5,5,,0.100681941674506,0.0734289031044215,1,7972500
Country_i,Product_4,2015-11-01,-2100.00000000002,0,0,0,0,0,-2100.00000000002,11,15,4,19,30,5,4,4,3,3,1,,0.10101884057971,-0.101794214975846,2,1863000
Country_i,Product_4,2015-12-01,-10200,0,0,0,0,0,-10200,12,15,4,22,31,4,5,5,5,3,4,,0.106038915073366,0.2304068963984,3,1686750
Country_i,Product_4,2016-01-01,-27300,0,0,0,0,0,-27300,1,16,1,20,31,4,4,4,4,4,5,,0.104469554436265,0.0391227314994189,1,1935750
Country_i,Product_4,2016-02-01,,,,,,,,2,16,1,21,29,5,4,4,4,4,1,,0.105653985680191,0.0549257219570406,2,2514000
Country_i,Product_4,2016-03-01,,,,,,,,3,16,1,23,31,4,5,5,5,4,4,,0.102696606240713,0.145677236255572,3,2523750
Country_i,Product_4,2016-04-01,-19650,0,0,0,0,0,-19650,4,16,2,21,30,4,4,4,4,5,5,,0.102386631853786,0.0325616220626632,1,2298000
Country_i,Product_4,2016-05-01,,,,,,,,5,16,2,21,31,4,5,4,4,4,2,,0.103255171187194,0.0328438172521121,2,3373500
Country_i,Product_4,2016-06-01,,,,,,,,6,16,2,22,30,4,4,5,5,4,4,,0.10283312849162,0.149452300977654,3,2148000
Country_i,Product_4,2016-07-01,-13200,0,0,0,0,0,-13200,7,16,3,21,31,4,4,4,4,5,5,,0.10212,0.0416962894736843,1,2565000
Country_i,Product_4,2016-08-01,,,,,,,,8,16,3,23,31,5,5,5,4,4,3,,0.102297137901128,0.0415802146574154,2,3459000
Country_i,Product_4,2016-09-01,,,,,,,,9,16,3,22,30,4,4,4,5,5,5,,0.10212,0.208414468085106,3,1974000
Country_i,Product_4,2016-10-01,-21000,0,0,0,0,0,-21000,10,16,4,21,31,5,4,4,4,4,1,,0.10212,0.0415951970954357,1,2169000
Country_i,Product_4,2016-11-01,,,,,,,,11,16,4,20,30,4,5,5,3,3,3,,0.103515717539863,0.0735133342824602,2,2634000
Country_i,Product_4,2016-12-01,,,,,,,,12,16,4,22,31,4,4,4,5,5,5,,0.10212,0.0747842914979757,3,1482000
Country_i,Product_4,2017-01-01,0,0,0,0,0,0,0,1,17,1,22,31,5,5,4,4,4,2,,0.102213516483516,0.0554900892857144,1,3276000
Country_i,Product_4,2017-02-01,0,0,0,0,0,0,0,2,17,1,20,28,4,4,4,4,4,2,,0.10212,0.0559173519736842,2,2736000
Country_i,Product_4,2017-03-01,,,,,,,,3,17,1,23,31,4,4,5,5,5,5,,0.102525238095238,0.145994672619048,3,2268000
Country_i,Product_4,2017-04-01,,,,,,,,4,17,2,20,30,4,4,4,4,4,5,,0.102486459330144,0.0565321471291866,1,2508000
Country_i,Product_4,2017-05-01,0,0,0,0,0,0,0,5,17,2,22,31,4,5,5,4,4,3,,0.10212,0.0565591686819831,2,2481000
Country_i,Product_4,2017-06-01,0,0,0,0,0,0,0,6,17,2,22,30,4,4,4,5,5,5,,0.102698583569405,0.281319433427762,3,2118000
Country_i,Product_4,2017-07-01,0,0,0,0,0,0,0,7,17,3,21,31,5,4,4,4,4,1,,0.102327139959432,0.0975399340770791,1,2958000
Country_j,Product_4,2012-01-01,,,,,,,,1,12,1,21,31,4,5,4,4,4,2,,0.0130640798611111,0.0125843446180556,1,5184000
Country_j,Product_4,2012-02-01,,,,,,,,2,12,1,21,29,4,4,5,4,4,3,,0.0132601613729508,0.0126265420081967,2,2928000
Country_j,Product_4,2012-03-01,,,,,,,,3,12,1,22,31,4,4,4,5,5,5,,0.0130593999456965,0.0126694732554982,3,5524500
Country_j,Product_4,2012-04-01,,,,,,,,4,12,2,19,30,4,4,4,4,3,1,,0.0130827257336343,0.0127024689616253,1,5316000
Country_j,Product_4,2012-05-01,,,,,,,,5,12,2,22,31,3,5,5,5,4,4,,0.0126611534410112,0.0121889589185393,2,4272000
Country_j,Product_4,2012-06-01,,,,,,,,6,12,2,19,30,3,3,4,4,5,5,,0.01311068489714,0.0126603612644255,3,5979000
Country_j,Product_4,2012-07-01,,,,,,,,7,12,3,22,31,5,5,4,4,4,2,,0.0130524414225941,0.0126511631799163,1,3585000
Country_j,Product_4,2012-08-01,,,,,,,,8,12,3,22,31,3,4,5,5,5,5,,0.013171329004329,0.0126444848484849,2,5197500
Country_j,Product_4,2012-09-01,,,,,,,,9,12,3,20,30,4,4,4,4,4,5,,0.0131397516435354,0.0126695434623813,3,6160500
Country_j,Product_4,2012-10-01,,,,,,,,10,12,4,23,31,5,5,5,4,4,3,,0.013267490605428,0.0126653486430063,1,3592500
Country_j,Product_4,2012-11-01,,,,,,,,11,12,4,22,30,4,4,4,5,5,5,,0.0131938206896552,0.0126378896551724,2,6525000
Country_j,Product_4,2012-12-01,,,,,,,,12,12,4,19,31,5,3,3,4,4,1,,0.0132103320584145,0.0126365246870654,3,4314000
Country_j,Product_4,2013-01-01,,,,,,,,1,13,1,22,31,4,4,5,5,4,4,,0.0130451612903226,0.0126637699397377,1,4231500
Country_j,Product_4,2013-02-01,,,,,,,,2,13,1,20,28,4,4,4,4,4,4,,0.013004788647343,0.012650193236715,2,3726000
Country_j,Product_4,2013-03-01,,,,,,,,3,13,1,20,31,4,4,4,4,4,4,,0.0130118818818819,0.012656966966967,3,4495500
Country_j,Product_4,2013-04-01,,,,,,,,4,13,2,21,30,4,5,4,4,4,2,,0.0128747169811321,0.0126528301886792,1,4770000
Country_j,Product_4,2013-05-01,,,,,,,,5,13,2,22,31,2,4,5,5,5,5,,0.0129679343629344,0.0126844802494803,2,5050500
Country_j,Product_4,2013-06-01,,,,,,,,6,13,2,20,30,4,4,4,4,4,5,,0.0130228770491803,0.0128083278688525,3,3660000
Country_j,Product_4,2013-07-01,,,,,,,,7,13,3,24,31,5,5,5,4,4,3,,0.0129360050167224,0.0126895535117057,1,4485000
Country_j,Product_4,2013-08-01,,,,,,,,8,13,3,22,31,3,4,4,5,5,5,,0.0128803557692308,0.0127862019230769,2,4680000
Country_j,Product_4,2013-09-01,,,,,,,,9,13,3,22,30,5,4,4,4,4,1,,0.0129106720045754,0.0126389476694309,3,5245500
Country_j,Product_4,2013-10-01,,,,,,,,10,13,4,23,31,4,5,5,5,4,4,,0.0128746058091286,0.0126555186721992,1,3615000
Country_j,Product_4,2013-11-01,,,,,,,,11,13,4,21,30,4,4,4,4,5,5,,0.0128738,0.0126756064516129,2,6975000
Country_j,Product_4,2013-12-01,,,,,,,,12,13,4,20,31,5,5,3,3,4,2,,0.0128979525773196,0.0126277608247423,3,7275000
Country_j,Product_4,2014-01-01,,,,,,,,1,14,1,22,31,4,4,4,5,5,5,,0.0128900205223881,0.0122221902985075,1,4020000
Country_j,Product_4,2014-02-01,,,,,,,,2,14,1,20,28,4,4,4,4,4,5,,0.0128838015978695,0.0121674567243675,2,2253000
Country_j,Product_4,2014-03-01,,,,,,,,3,14,1,21,31,5,4,4,4,4,1,,0.0129147769230769,0.0121683153846154,3,2925000
Country_j,Product_4,2014-04-01,,,,,,,,4,14,2,20,30,3,5,5,4,3,3,,0.0128817086092715,0.012184178807947,1,3397500
Country_j,Product_4,2014-05-01,,,,,,,,5,14,2,20,31,2,4,4,5,5,5,,0.0130003619140151,0.0122432426524168,2,12351000
Country_j,Product_4,2014-06-01,,,,,,,,6,14,2,21,30,5,4,4,4,4,1,,0.0135945182619647,0.0118296646725441,3,14292000
Country_j,Product_4,2014-07-01,,,,,,,,7,14,3,23,31,4,5,5,5,4,4,,0.0130557678832117,0.0123538729927007,1,5137500
Country_j,Product_4,2014-08-01,,,,,,,,8,14,3,20,31,3,4,4,4,5,5,,0.0130140762711864,0.0123207033898305,2,2655000
Country_j,Product_4,2014-09-01,,,,,,,,9,14,3,22,30,5,5,4,4,4,2,,0.0131318533440774,0.0125153062046737,3,1861500
Country_j,Product_4,2014-10-01,,,,,,,,10,14,4,23,31,4,4,5,5,5,5,,0.013295877279448,0.0125235066535239,1,3043500
Country_j,Product_4,2014-11-01,,,,,,,,11,14,4,20,30,4,4,4,4,4,5,,0.0131703505665722,0.0123724504249292,2,2118000
Country_j,Product_4,2014-12-01,,,,,,,,12,14,4,21,31,5,5,5,3,3,3,,0.013289688057041,0.0121514973262032,3,2524500
Country_j,Product_4,2015-01-01,,,,,,,,1,15,1,21,31,4,4,4,4,5,5,,0.0132040308804205,0.011639802890933,1,2283000
Country_j,Product_4,2015-02-01,,,,,,,,2,15,1,20,28,4,4,4,4,4,5,,0.0127332196452933,0.0110127421555252,2,2199000
Country_j,Product_4,2015-03-01,,,,,,,,3,15,1,22,31,5,5,4,4,4,2,,0.0134008337569904,0.011549885612608,3,2950500
Country_j,Product_4,2015-04-01,,,,,,,,4,15,2,20,30,3,4,5,5,3,4,,0.0133018585858586,0.0115270202020202,1,2227500
Country_j,Product_4,2015-05-01,,,,,,,,5,15,2,19,31,2,4,4,4,5,5,,0.0133480348913759,0.0114814779460171,2,2278500
Country_j,Product_4,2015-06-01,,,,,,,,6,15,2,22,30,5,5,4,4,4,2,,0.0133462715517241,0.0115411637931034,3,2088000
Country_j,Product_4,2015-07-01,,,,,,,,7,15,3,23,31,4,4,5,5,5,5,,0.0133272011661808,0.0112950728862974,1,1543500
Country_j,Product_4,2015-08-01,,,,,,,,8,15,3,20,31,4,4,4,4,4,5,,0.0133661890243902,0.0114741402439024,2,1230000
Country_j,Product_4,2015-09-01,,,,,,,,9,15,3,22,30,4,5,5,4,4,3,,0.0134228,0.0114470125,3,1800000
Country_j,Product_4,2015-10-01,,,,,,,,10,15,4,22,31,4,4,4,5,5,5,,0.0136014974054855,0.0113715233506301,1,2023500
Country_j,Product_4,2015-11-01,,,,,,,,11,15,4,21,30,5,4,4,4,4,1,,0.013343791064389,0.0114802825229961,2,1141500
Country_j,Product_4,2015-12-01,,,,,,,,12,15,4,21,31,3,5,5,5,3,4,,0.0134201910828026,0.0114274585987261,3,3532500
Country_j,Product_4,2016-01-01,,,,,,,,1,16,1,20,31,4,4,4,4,4,5,,0.0134444192634561,0.0119118484419264,1,1059000
Country_j,Product_4,2016-02-01,,,,,,,,2,16,1,21,29,5,4,4,4,4,1,,0.0136216316440049,0.0117278862793572,2,1213500
Country_j,Product_4,2016-03-01,,,,,,,,3,16,1,21,31,3,5,5,5,3,4,,0.0136943943661972,0.0116891549295775,3,1597500
Country_j,Product_4,2016-04-01,,,,,,,,4,16,2,21,30,4,4,4,4,5,5,,0.0135339250353607,0.0117019519094767,1,1060500
Country_j,Product_4,2016-05-01,,,,,,,,5,16,2,20,31,3,5,4,4,4,2,,0.0134602830188679,0.0117346226415094,2,1908000
Country_j,Product_4,2016-06-01,,,,,,,,6,16,2,22,30,4,4,5,5,4,4,,0.0136465927419355,0.0117207862903226,3,1116000
Country_j,Product_4,2016-07-01,,,,,,,,7,16,3,21,31,4,4,4,4,5,5,,0.0139636511627907,0.0118557674418605,1,967500
Country_j,Product_4,2016-08-01,,,,,,,,8,16,3,22,31,4,5,5,4,4,3,,0.013618441011236,0.0117632865168539,2,534000
Country_j,Product_4,2016-09-01,,,,,,,,9,16,3,22,30,4,4,4,5,5,5,,0.013861374501992,0.0117094302788845,3,1882500
Country_j,Product_4,2016-10-01,,,,,,,,10,16,4,21,31,5,4,4,4,4,1,,0.0138406342311034,0.0116473305821025,1,3453000
Country_j,Product_4,2016-11-01,,,,,,,,11,16,4,22,30,4,5,5,4,4,3,,0.0138990657620042,0.0117169337160751,2,2874000
Country_j,Product_4,2016-12-01,,,,,,,,12,16,4,20,31,3,3,4,5,5,5,,0.0138986016642547,0.0117952098408104,3,4146000
Country_j,Product_4,2017-01-01,,,,,,,,1,17,1,21,31,4,5,4,4,4,2,,0.0137205567117586,0.0120789906347555,1,4324500
Country_j,Product_4,2017-02-01,,,,,,,,2,17,1,20,28,4,4,4,4,4,2,,0.0136972239747634,0.0122089826498423,2,2853000
Country_j,Product_4,2017-03-01,,,,,,,,3,17,1,23,31,4,4,5,5,5,5,,0.0136797861439073,0.0120899365114725,3,6733500
Country_j,Product_4,2017-04-01,,,,,,,,4,17,2,18,30,3,4,4,4,3,5,,0.0137838663903061,0.012102259247449,1,4704000
Country_j,Product_4,2017-05-01,,,,,,,,5,17,2,21,31,3,5,5,4,4,3,,0.0139373178137652,0.0123258805668016,2,2223000
Country_j,Product_4,2017-06-01,,,,,,,,6,17,2,22,30,4,4,4,5,5,5,,0.0134899547790339,0.012111443987667,3,7297500
Country_j,Product_4,2017-07-01,,,,,,,,7,17,3,21,31,5,4,4,4,4,1,,0.013797562821245,0.0124356082238721,1,5253000
Country_b,Product_34,2012-01-01,-49851000,-15331500,0,-13500,-33378000,-1090500,-37500,1,12,1,17,31,3,3,3,3,3,2,147,0.0873306346127684,0.0805192149746697,1,2884366800
Country_b,Product_34,2012-02-01,-62704500,-20256000,0,-1500,-41545500,-877500,-24000,2,12,1,21,29,4,4,5,4,4,3,148,0.0873045217119873,0.0806622010660946,2,2790225480
Country_b,Product_34,2012-03-01,-70570500,-29226000,0,-21000,-40158000,-1101000,-64500,3,12,1,23,31,4,4,4,5,5,6,149,0.0873774267450348,0.0848761902639611,3,3343079880
Country_b,Product_34,2012-04-01,-63651000,-25812000,0,-15000,-36598500,-1183500,-42000,4,12,2,19,30,3,3,3,4,4,6,150,0.0873664611724581,0.0827048698785868,1,3265240440
Country_b,Product_34,2012-05-01,-66784500,-29377500,0,-21000,-36130500,-1189500,-66000,5,12,2,22,31,4,4,5,5,4,4,151,0.0873788312406879,0.0820348023269498,2,3453083760
Country_b,Product_34,2012-06-01,-71451000,-27235500,0,-21000,-43117500,-1009500,-67500,6,12,2,20,30,4,4,4,4,4,5,152,0.0875662300603764,0.0824104721862698,3,2273084520
Country_b,Product_34,2012-07-01,-68713500,-21898500,0,-7500,-45828000,-958500,-21000,7,12,3,22,31,5,5,4,4,4,2,153,0.0875980307716995,0.079771083666146,1,2419229400
Country_b,Product_34,2012-08-01,-65286000,-23712000,0,-22500,-40510500,-972000,-69000,8,12,3,23,31,4,4,5,5,5,5,154,0.0875842505007546,0.0818208672561486,2,2874761400
Country_b,Product_34,2012-09-01,-74173500,-25470000,0,-10500,-47305500,-1356000,-31500,9,12,3,21,30,4,4,4,4,4,6,155,0.0875892318365816,0.0821259150329125,3,3445720320
Country_b,Product_34,2012-10-01,-62731500,-21540000,0,4500,-40825500,-382500,12000,10,12,4,18,31,4,4,4,3,3,3,156,0.0875984617432715,0.082462059531785,1,3174726240
Country_b,Product_34,2012-11-01,-68707500,-22117500,0,3000,-45843000,-712500,-37500,11,12,4,22,30,4,4,4,5,5,5,157,0.0875578371050034,0.0821934579198073,2,3429409200
Country_b,Product_34,2012-12-01,-73260000,-21789000,0,-105000,-50107500,-705000,-553500,12,12,4,21,31,5,4,4,4,4,1,158,0.0871857178037417,0.0823370912065182,3,1845352320
Country_b,Product_34,2013-01-01,-63502500,-23605500,0,0,-39058500,-837000,-1500,1,13,1,20,31,4,4,4,4,4,4,159,0.0876063996980823,0.0799251872367027,1,5605287240
Country_b,Product_34,2013-02-01,-60120000,-18817500,0,0,-40350000,-952500,0,2,13,1,17,28,3,3,3,3,3,4,160,0.0876705161526895,0.0905458153313604,2,1338464400
Country_b,Product_34,2013-03-01,-76285500,-31294500,0,-1500,-44161500,-825000,-3000,3,13,1,21,31,4,4,4,4,5,5,161,0.087664444144907,0.0831246556590882,3,3470238240
Country_b,Product_34,2013-04-01,-64210500,-28327500,0,-1500,-34933500,-936000,-12000,4,13,2,21,30,4,4,4,3,3,0,162,0.0876498473395931,0.0823523962502784,1,3308559240
Country_b,Product_34,2013-05-01,-71145000,-29851500,0,-3000,-40230000,-1045500,-15000,5,13,2,23,31,4,4,4,5,5,5,163,0.0876236434903539,0.0814211400475175,2,4038559560
Country_b,Product_34,2013-06-01,-77475000,-30099000,0,-3000,-46260000,-1098000,-15000,6,13,2,19,30,3,3,3,4,4,5,164,0.0876751368801852,0.0834427480407926,3,2985947160
Country_b,Product_34,2013-07-01,-69703050,-28201050,0,-4500,-40711500,-762000,-24000,7,13,3,24,31,5,5,5,4,4,3,165,0.0876082108549143,0.0818731461544211,1,3224641560
Country_b,Product_34,2013-08-01,-68437800,-30456450,0,-1050,-36670200,-1301400,-8700,8,13,3,23,31,4,4,4,5,5,5,166,0.0876352078434296,0.0824378723240406,2,2934198120
Country_b,Product_34,2013-09-01,-64698000,-30869850,0,-1200,-32543850,-1276500,-6600.00000000002,9,13,3,21,30,5,4,4,3,3,1,167,0.087618243865065,0.0822009334992813,3,2986647720
Country_b,Product_34,2013-10-01,-66504150,-35180250,0,-2100,-29952300,-1358250,-11250,10,13,4,19,31,3,4,4,4,3,4,168,0.0876322665566885,0.0813039101164219,1,3467595600
Country_b,Product_34,2013-11-01,-61898400,-29001600,0,-3750,-32041800,-831300,-19950,11,13,4,21,30,4,4,4,4,5,5,169,0.0876528505345621,0.0818283310639929,2,4506154800
Country_b,Product_34,2013-12-01,-104375550,-16929300,0,0,-86311800,-1134450,0,12,13,4,21,31,5,5,3,4,4,2,170,0.0876580690023797,0.0815114938419495,3,3647790720
Country_b,Product_34,2014-01-01,-75954300,-26807550,0,0,-47661750,-1484700,-300,1,14,1,22,31,4,4,4,5,4,4,171,0.0876627594948963,0.0817128773864765,1,4872587160
Country_b,Product_34,2014-02-01,-67492350,-22486950,0,-2550,-43769400,-1220550,-12900,2,14,1,17,28,3,3,3,3,4,5,172,0.08767335140838,0.0817871337640799,2,2763788160
Country_b,Product_34,2014-03-01,-78515400,-30544500,0,-1650,-46647900,-1311750,-9600,3,14,1,21,31,5,4,4,4,4,1,173,0.0876631950052826,0.082508768388778,3,5075736960
Country_b,Product_34,2014-04-01,-79108950,-35039850,0,0,-42895050,-1174050,0,4,14,2,21,30,3,5,5,4,4,3,174,0.0876506135773968,0.0820052238945716,1,3599809920
Country_b,Product_34,2014-05-01,-86348250,-36713700,0,-9300,-48279600,-1301850,-43800,5,14,2,21,31,4,4,4,4,4,5,175,0.0876875962970078,0.0821908711044543,2,4441726800
Country_b,Product_34,2014-06-01,-80782050,-34208850,0,-8400,-44974350,-1557450,-33000,6,14,2,20,30,4,4,4,4,4,1,176,0.0876752261186704,0.0820324732978314,3,3879909600
Country_b,Product_34,2014-07-01,-78231450,-30129900,0,-7800,-46500000,-1557900,-35850,7,14,3,23,31,4,5,5,5,4,4,177,0.0876558069156231,0.0818346861037124,1,3460810920
Country_b,Product_34,2014-08-01,-82213800,-30015900,0,-3450,-50242950,-1937250,-14250,8,14,3,21,31,4,4,4,4,5,5,178,0.0876686906444033,0.0820652702683169,2,4009209120
Country_b,Product_34,2014-09-01,-75192150,-28305450,0,-7950,-45361200,-1483500,-34050,9,14,3,22,30,4,5,4,4,4,2,179,0.0876544677067317,0.0818817820363368,3,4486603800
Country_b,Product_34,2014-10-01,-83175000,-33593250,0,-6450,-48041850,-1506900,-26550,10,14,4,19,31,3,3,4,4,4,5,180,0.0877135376698161,0.0817961794414249,1,3976568400
Country_b,Product_34,2014-11-01,-70140150,-22006200,0,-4050,-45182700,-2928900,-18300,11,14,4,20,30,4,4,4,4,4,5,181,0.0876496400953559,0.0822775566298623,2,2596471080
Country_b,Product_34,2014-12-01,-73188000,-25042800,0,-7500,-45480750,-2621250,-35700,12,14,4,22,31,5,5,5,3,4,3,182,0.0876337561946282,0.0814803900137849,3,3949995000
Country_b,Product_34,2015-01-01,-73185150,-23263500,0,-1650,-48070500,-1842750,-6750,1,15,1,20,31,4,4,4,4,4,5,183,0.0877184146393709,0.0814286652468839,1,5873799960
Country_b,Product_34,2015-02-01,-72500850,-24708750,0,-4800,-45579300,-2181300,-26700,2,15,1,15,28,3,3,3,3,3,5,184,0.0876854648107553,0.0829772317878596,2,3586291800
Country_b,Product_34,2015-03-01,-80455650,-30751200,0,0,-47102700,-2601750,0,3,15,1,22,31,5,5,4,4,4,2,185,0.0877341158819672,0.0821413047357295,3,5389341720
Country_b,Product_34,2015-04-01,-78328950,-29532900,0,-15750,-46254150,-2450400,-75750,4,15,2,19,30,3,4,5,4,3,4,186,0.0876861861574991,0.0820317826444783,1,4161075240
Country_b,Product_34,2015-05-01,-84384300,-31487250,0,-1350,-50914650,-1974900,-6150,5,15,2,17,31,3,4,4,3,3,5,187,0.0876985583485731,0.0811270879422469,2,5070826320
Country_b,Product_34,2015-06-01,-79049400,-31379400,0,-4050,-45575400,-2070900,-19650,6,15,2,21,30,5,5,4,4,3,2,188,0.0876768479538165,0.0813368637189491,3,4134960480
Country_b,Product_34,2015-07-01,-81822450,-28617150,0,-7950,-51018750,-2140500,-38100,7,15,3,23,31,4,4,5,5,5,5,189,0.0876522841074154,0.0797542435307453,1,3190749240
Country_b,Product_34,2015-08-01,-81336150,-26474250,0,-599.999999999998,-52527600,-2331150,-2550,8,15,3,21,31,5,4,4,4,4,1,190,0.0877135823959078,0.0794773609567257,2,4062882600
Country_b,Product_34,2015-09-01,-80944800,-29664900,0,-1350,-49140900,-2130450,-7200,9,15,3,21,30,3,5,5,4,4,3,191,0.0876836225432665,0.0817406527195479,3,5154020760
Country_b,Product_34,2015-10-01,-78747000,-28879650,0,-12750,-47410350,-2215200,-229050,10,15,4,17,31,3,3,3,4,4,5,192,0.0876572196973353,0.0809463200668371,1,4255741560
Country_b,Product_34,2015-11-01,-81483000,-27025350,0,-3900,-52608000,-1839000,-6750,11,15,4,21,30,5,4,4,4,4,1,193,0.0877004111590073,0.0809931146195424,2,4846650480
Country_b,Product_34,2015-12-01,-86292300,-32028000,0,-4200,-51454650,-2805450,0,12,15,4,18,31,4,4,4,3,3,1,194,0.0877182129133274,0.0819913463198364,3,4167993480
Country_b,Product_34,2016-01-01,-65864700,-20067150,0,-28650,-43854900,-1819200,-94800,1,16,1,20,31,4,4,4,4,4,5,195,0.0877115081564661,0.082978921456845,1,4702411560
Country_b,Product_34,2016-02-01,-62239050,-18091200,0,-300,-42206550,-1940550,-450.000000000002,2,16,1,18,29,4,3,3,3,3,1,196,0.0877124217209408,0.0790575296875211,2,3886269240
Country_b,Product_34,2016-03-01,-68738700,-27198150,0,-1050,-39479250,-2060250,0,3,16,1,23,31,4,5,5,5,4,4,197,0.0877111889675958,0.0805999659867405,3,6439900320
Country_b,Product_34,2016-04-01,-73544400,-26433750,0,-1650,-45046350,-2017350,-45300,4,16,2,20,30,3,4,4,4,5,5,198,0.0876986413990128,0.0814817424104358,1,4471493880
Country_b,Product_34,2016-05-01,-77116500,-27409350,0,-450,-47735400,-1971300,0,5,16,2,21,31,4,5,4,4,4,2,199,0.0877167289900728,0.0787369664248511,2,5100234720
Country_b,Product_34,2016-06-01,-63166650,-22795050,0,-750,-38785500,-1585350,0,6,16,2,21,30,4,4,5,4,3,4,200,0.0876961677631082,0.0816956161377303,3,5118759240
Country_b,Product_34,2016-07-01,-68289300,-24910200,0,-3150,-41202300,-2173650,0,7,16,3,21,31,4,4,4,4,5,5,201,0.0877054509558414,0.0806134343280668,1,3891865320
Country_b,Product_34,2016-08-01,-75791250,-27895950,0,-2400,-45471450,-2421450,0,8,16,3,23,31,5,5,5,4,4,3,202,0.0876944270012532,0.0790548348941907,2,4996792080
Country_b,Product_34,2016-09-01,-81149850,-31364850,0,-1050,-46746900,-3037050,0,9,16,3,21,30,4,4,4,4,4,5,203,0.0877516609256717,0.0797588760790298,3,6111170520
Country_b,Product_34,2016-10-01,-74927400,-27831600,0,-1200,-45868800,-1221750,-4050,10,16,4,18,31,4,3,3,3,3,1,204,0.0877311041989424,0.0787609885264521,1,4498347000
Country_b,Product_34,2016-11-01,-81015000,-32250000,0,-1650,-46528800,-2234550,0,11,16,4,22,30,4,5,5,4,4,3,205,0.0877151813904219,0.0782754968319948,2,5389157760
Country_b,Product_34,2016-12-01,-62188350,-15058800,0,-2250,-45154650,-1972650,0,12,16,4,22,31,4,4,4,5,5,5,206,0.0878555775182672,0.0790620994371069,3,4153448880
Country_b,Product_34,2017-01-01,-66722850,-26877600,0,-1350,-37572450,-2248800,-22650,1,17,1,18,31,3,4,4,4,3,4,207,0.0877278669559141,0.0783719133041022,1,5364872520
Country_b,Product_34,2017-02-01,-82247100,-19320600,0,-600,-60860700,-2065200,0,2,17,1,19,28,4,4,3,3,4,2,208,0.0877213273644156,0.077256968332215,2,4331853960
Country_b,Product_34,2017-03-01,-69580050,-23747850,0,-300,-43313850,-2518050,0,3,17,1,23,31,4,4,5,5,5,5,209,0.0877519667995111,0.0781207422811164,3,6986304360
Country_b,Product_34,2017-04-01,-73310400,-27485700,0,0,-43540200,-2284500,0,4,17,2,19,30,3,3,4,4,4,5,210,0.0877014735114876,0.0755816356685583,1,5017296480
Country_b,Product_34,2017-05-01,-73296450,-26264700,0,0,-44430150,-2601600,0,5,17,2,21,31,3,4,5,4,4,3,211,0.0877096501949256,0.0759175021572725,2,6478319400
Country_b,Product_34,2017-06-01,-75314850,-26214900,0,0,-47266800,-1833150,0,6,17,2,22,30,4,4,4,5,5,5,212,0.087705473652885,0.0765894636154824,3,5692879080
Country_b,Product_34,2017-07-01,-74961300,-23243250,0,0,-49085400,-2632650,0,7,17,3,21,31,5,4,4,4,4,1,213,0.087673119976704,0.0791898043630214,1,4471561080
Country_e,Product_34,2012-01-01,-499500,-151500,0,-178500,-159000,0,-10500,,,,,,,,,,,,174,0.16640895975613,0.0534590427412866,,249930240
Country_e,Product_34,2012-02-01,-526500,7500,0,-186000,-151500,-186000,-10500,,,,,,,,,,,,175,0.162896146568005,0.0563769747386535,,195189120
Country_e,Product_34,2012-03-01,-405000,78000,0,-180000,-157500,-138000,-7500,,,,,,,,,,,,176,0.172476383324123,0.0529883082343188,,208454400
Country_e,Product_34,2012-04-01,-1077000,-630000,0,-181500,-150000,-105000,-10500,,,,,,,,,,,,177,0.174718203242603,0.0567240001434371,,194510400
Country_e,Product_34,2012-05-01,-604500,-157500,0,-136500,-172500,-124500,-13500,,,,,,,,,,,,178,0.161677546680161,0.0560139905847113,,177145920
Country_e,Product_34,2012-06-01,-1125000,-649500,0,-159000,-181500,-114000,-21000,,,,,,,,,,,,179,0.166030336535139,0.0521904183598107,,194490240
Country_e,Product_34,2012-07-01,-132000,352500,0,-154500,-174000,-114000,-42000,,,,,,,,,,,,180,0.169906890948333,0.0545517278573924,,173134080
Country_e,Product_34,2012-08-01,-952500,-493500,0,-157500,-175500,-120000,-6000,,,,,,,,,,,,181,0.171792617287616,0.0542179341586559,,191590560
Country_e,Product_34,2012-09-01,-703500,-84000,0,-186000,-285000,-136500,-12000,,,,,,,,,,,,182,0.176050055998517,0.0555914022381333,,205826880
Country_e,Product_34,2012-10-01,-9e+05,-333000,0,-180000,-201000,-177000,-9000,,,,,,,,,,,,183,0.167895997567931,0.054516305762388,,200323200
Country_e,Product_34,2012-11-01,-978000,-505500,0,-172500,-153000,-118500,-28500,,,,,,,,,,,,184,0.164581850779868,0.0545633809863567,,193079040
Country_e,Product_34,2012-12-01,-708000,-150000,0,-198000,-222000,-121500,-16500,,,,,,,,,,,,185,0.163981190489187,0.0527858512434398,,184655520
Country_e,Product_34,2013-01-01,-693000,-240000,0,-103500,-255000,-82500,-12000,,,,,,,,,,,,186,0.168803343672495,0.0500128887849557,,236305440
